task,family,profile,model,model_family,model_params_sha256,tuning_study_digest,model_git_sha,runner_git_sha,container_digest,hardware,sample_period,sequence_length,epochs,max_samples_per_window,protocol_overrides_sha256,comparison_protocol_sha256,ranking_protocol_sha256,rank,appliance,target_data_access,scope,status,seeds,run_count,mae_mean,mae_std,f1_mean,f1_std,elapsed_seconds_mean,elapsed_seconds_std,trainable_parameters_mean,trainable_parameters_std,peak_accelerator_memory_bytes_mean,peak_accelerator_memory_bytes_std
corrected-t1-redd,T1,corrected,NILMMoE,mixture-of-experts,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,9d28870d0df378c34092d95ea8a11479e0fe7db3,6d567b10060f0ac37989e4d2108b3c96081fc9d5,sha256:f3a61875a1e7d10787034307fcba86719988e26df2515d4c3ca0cc64153b6f56,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,f8736675874fd7879c888574d26c57b67fbbbd2d3c5ecbf38ed095cd52572167,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,11,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,56.89825084244552,4.65988486913259,0.7067897191691933,0.03948399997469793,16.404960388628144,0.2614316407944188,330493.0,0.0,6755633152.0,0.0
corrected-t1-redd,T1,corrected,MSDC,specialized,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,12,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,58.332571615678035,0.4296383540946913,0.683834543954592,0.01482408304722735,799.208691649721,5.527490501703958,23765.0,0.0,1017177600.0,0.0
corrected-t1-redd,T1,corrected,TCN,convolutional,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,13,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,58.75746796582965,7.580525322209272,0.6871346224489452,0.04896129719452161,136.11247624934185,3.1405959998419757,74151.0,0.0,242932224.0,0.0
corrected-t1-redd,T1,corrected,ResNet,convolutional,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,14,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,59.01963263951128,1.5625911625144107,0.6410368172977224,0.009335530581015182,12.622285443629758,0.29376273772591066,2410409.0,0.0,1166041600.0,0.0
corrected-t1-redd,T1,corrected,ResNetClassification,convolutional-classification,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,15,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,63.85270731683115,0.3908975588789727,0.0,0.0,13.406618166326856,0.5643611879407473,16387058.0,0.0,1309979136.0,0.0
corrected-t1-redd,T1,corrected,RNNAttentionClassification,recurrent-attention-classification,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,16,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,64.55737705059016,0.2343551193182739,0.0,0.0,15.105366171648106,1.9433484735227533,15414725.0,0.0,12151424000.0,0.0
corrected-t1-redd,T1,corrected,FeatureMLP,statistical-feature-mlp,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,d267f8668fc6c84556b15d80426a1f7f2f41e1b4,a66c703b932f7e053df3701cef3ea8aaa29251fa,sha256:d46a82dca451693e1aa67ace2393694782f320a03edd1ecb124d548c8bce17c6,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,b0916c7e74307d1dfc7f454e886bb107f0a62aae2f5cf217cc0cb5552559544f,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,17,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,69.32089710265421,1.4887306780647382,0.5582383198356184,0.03686535761249104,12.3975331086743,0.9400006584544081,779.0,0.0,68373504.0,0.0
corrected-t1-redd,T1,corrected,BERT,transformer,07f5562c93a226b28c0f287f72c181f6a7d322c0939fb2d5ca379e6449fc5445,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,99,3,3960,fe0a640391067d0d8eef3655b630a41151a1bdf4cbff179ce47626525764d28a,81fbe9a0cd8d218ec6bbef16b85d38833c4263704915fb7564a3a69ae878ad0d,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,18,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,73.74553795377541,5.186088468873656,0.4710543211931381,0.020022196781206772,11.714292020963816,0.5074728817985983,803443.0,0.0,95618048.0,0.0
corrected-t1-redd,T1,corrected,DLinear,decomposition-linear,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,8d745493ed9f84dd00fb502ffe85943eaeedc4c8,adaf03e42f5b8dd6b9ab95942ee191999f2d3b25,sha256:d7253754a6a9133235076fa1c1555104aa8be8128443da96bc16ae3d46809aa8,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,e8e370ea20df5ac070b562c1aa9ff41906df66b13863f2b9a0bbb4236065070b,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,19,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,75.91719656253193,2.734092807324406,0.5695383931401428,0.020556263629681836,10.532574492972344,0.5725726608996072,600.0,0.0,67753472.0,0.0
corrected-t1-redd,T1,corrected,RNNAttention,recurrent-attention,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,20,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,77.12848631459774,0.3383526698775547,0.4767690771960958,0.004735476087685544,13.1685075579832,1.1892074262814203,1333842.0,0.0,1612759552.0,0.0
corrected-t1-redd,T1,corrected,Mean,statistical-baseline,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,,,3960,294356c6c7b66030569075b0afb4f8937761162c74d3e189a0091ed038522ccd,f87939131f6dbb6f094f9b285d5935b5d47100608b7e3b74f99ed979aec4096a,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,21,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,77.20755818231319,0.0,0.4795031055900621,0.0,9.313194934356337,1.0768063685684828,,,,
corrected-t1-redd,T1,corrected,Reformer,transformer,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,22,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,77.4525865206986,0.0867117316614322,0.4795031055900621,0.0,43.49176566399789,0.9955491209174842,19540993.0,0.0,26229808640.0,0.0
corrected-t1-redd,T1,corrected,RNN,recurrent,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,23,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,77.5298202811438,0.5726973054994386,0.4295428301445255,0.04402182372874708,12.486517743673176,0.39894672731627295,1268049.0,0.0,3418447360.0,0.0
corrected-t1-redd,T1,corrected,TSMixer,mlp-mixer,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,5767286078f5853a2ef1d6f431eb95a1c47ba4e8,0210d88a6238ec9c9350a891a616d5faa144a59f,sha256:d93b4b352eeee632f509f71391fab6e1311a04b4d6ab99750ba0cab1628671bc,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,1472b37d3af8011a684f9ab3b6edd176310f12f3db38952ec350cc5b17a9975b,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,24,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,79.75007026972493,3.76691743826262,0.5041025739903823,0.022243892441898578,12.37486943800468,1.285604497564198,182478.0,0.0,125168640.0,0.0
corrected-t1-redd,T1,corrected,HSMM,explicit-duration,fd5659f27351ecde1510dd952bec6a67e48634e801a67e526a0181626291891f,,1148e1c65f43878dfa1b8e08dc6411f5991d7dbd,601196b718b5c62b687bf318d44af1be4b5ec35e,sha256:c0f7c5c3e87871c31711bc52cebedead9284b418cb945b092e3136315fea8e89,NVIDIA A100-SXM4-80GB,60,,,3960,294356c6c7b66030569075b0afb4f8937761162c74d3e189a0091ed038522ccd,b4c2249755af669b42ce21dc9e13303ca9161f3877925dc39e2cc98993405e0c,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,25,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,79.81554373037191,0.0,0.3577981651376147,0.0,11.23067882769586,1.255032064323747,,,256512.0,0.0
corrected-t1-redd,T1,corrected,ConvLSTM,hybrid,9d8de5f72b1010780ee736900644210cd60be6f1e27f64680ed20eaa30c158b6,,825740b39bcd44b3f4bfaf146f4c0d944843b131,83fb39e57d50ac433314e880176fef187997d5b3,sha256:dd977962c2e0d72e2d923f8f5c3e92e538f67a00495e545c2f22571001872e91,NVIDIA A100-SXM4-80GB,60,299,3,3960,7f654b6d261e1d9a6e733400a6ee383eacf61da0a0f5e45ce5aa7bc88f385056,68326c07a5ae30495f929d97858f5b49e5cfdeaddf78334066d74b90417f5d9e,bc8002ef4b917cda509fc789093422ad2abfb3d472bd00c7df3f846d750a14b4,26,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,82.82946027127097,2.914521861838068,0.2311816993335453,0.13497509930474993,13.459638093675798,1.6351937858137178,482913.0,0.0,13109322240.0,0.0
corrected-t1-redd,T1,corrected,ResidualMoE,residual-mixture-of-experts,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,1,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,51.172867667855634,2.7590935816455664,0.7145889851203862,0.03658142497179899,12.923163959678883,1.2369579019766024,432934.0,0.0,130185728.0,219928.88334186576
corrected-t1-redd,T1,corrected,TimesNet,periodic-2d,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,2,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,52.496309837909656,2.013720412665773,0.6674221062710272,0.008484428004050994,11.687571420373084,0.19080944481296835,287617.0,0.0,127781888.0,219928.88334186576
corrected-t1-redd,T1,corrected,NILMMoE,mixture-of-experts,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,3,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,59.20188452971704,8.765047799145085,0.5858753245068985,0.12773728180205957,12.078678562267063,0.37295914847200357,329993.0,0.0,130883584.0,219928.88334186576
corrected-t1-redd,T1,corrected,ResNetClassification,convolutional-classification,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,4,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,61.03289515168378,0.5280306030610595,0.009950248756218905,0.01723433639372017,10.867264296665477,0.09017019486503094,1139198.0,0.0,88598016.0,0.0
corrected-t1-redd,T1,corrected,RNNAttentionClassification,recurrent-attention-classification,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,5,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,61.18350185378633,0.18467666704077876,0.0,0.0,11.643952769692987,0.8508744294056163,2326225.0,0.0,361089024.0,0.0
